CASA,FORA,GOLS_CASA,GOLS_FORA,TEMPORADA
Villarreal,Barcelona,0,1,2223
Espanol,Sociedad,2,3,2223
Real Madrid,Elche,4,0,2223
Girona,Almeria,6,2,2223
Sociedad,Celta,1,1,2223
Betis,Valladolid,2,1,2223
Mallorca,Villarreal,4,2,2223
Osasuna,Real Madrid,0,2,2223
Elche,Espanol,0,1,2223
Vallecano,Sevilla,1,1,2223
Ath Madrid,Ath Bilbao,1,0,2223
Barcelona,Cadiz,2,0,2223
Getafe,Valencia,1,0,2223
Elche,Betis,2,3,2223
Espanol,Mallorca,2,1,2223
Cadiz,Vallecano,1,0,2223
Real Madrid,Ath Madrid,1,1,2223
Valencia,Sociedad,1,0,2223
Ath Bilbao,Girona,2,3,2223
Celta,Valladolid,3,0,2223
Almeria,Barcelona,1,0,2223
Sevilla,Osasuna,2,3,2223
Villarreal,Getafe,2,1,2223
Sociedad,Cadiz,0,0,2223
Getafe,Girona,3,2,2223
Almeria,Villarreal,0,2,2223
Mallorca,Elche,0,1,2223
Ath Madrid,Sevilla,6,1,2223
Valladolid,Espanol,2,1,2223
Barcelona,Valencia,1,0,2223
Vallecano,Ath Bilbao,0,0,2223
Betis,Real Madrid,0,0,2223
Osasuna,Celta,0,0,2223
Cadiz,Getafe,2,2,2223
Real Madrid,Espanol,3,1,2223
Elche,Valladolid,1,1,2223
Celta,Vallecano,3,0,2223
Valencia,Osasuna,1,0,2223
Mallorca,Sociedad,1,1,2223
Sevilla,Almeria,2,1,2223
Villarreal,Betis,1,1,2223
Ath Bilbao,Barcelona,0,1,2223
Girona,Ath Madrid,0,1,2223
Valladolid,Ath Bilbao,1,3,2223
Almeria,Cadiz,1,1,2223
Vallecano,Girona,2,2,2223
Espanol,Celta,1,3,2223
Ath Madrid,Valencia,3,0,2223
Betis,Mallorca,1,0,2223
Osasuna,Villarreal,0,3,2223
Sociedad,Elche,2,0,2223
Getafe,Sevilla,2,0,2223
Barcelona,Real Madrid,2,1,2223
Mallorca,Osasuna,0,0,2223
Girona,Espanol,2,1,2223
Ath Bilbao,Getafe,0,0,2223
Cadiz,Sevilla,0,2,2223
Elche,Barcelona,0,4,2223
Celta,Almeria,2,2,2223
Real Madrid,Valladolid,6,0,2223
Villarreal,Sociedad,2,0,2223
Ath Madrid,Betis,1,0,2223
Valencia,Vallecano,1,1,2223
Sevilla,Celta,2,2,2223
Osasuna,Elche,2,1,2223
Espanol,Ath Bilbao,1,2,2223
Sociedad,Getafe,2,0,2223
Real Madrid,Villarreal,2,3,2223
Valladolid,Mallorca,3,3,2223
Betis,Cadiz,0,2,2223
Almeria,Valencia,2,1,2223
Vallecano,Ath Madrid,1,2,2223
Barcelona,Girona,0,0,2223
Vallecano,Osasuna,2,1,2223
Villarreal,Valladolid,1,2,2223
Ath Bilbao,Sociedad,2,0,2223
Betis,Espanol,3,1,2223
Cadiz,Real Madrid,0,2,2223
Girona,Elche,2,0,2223
Getafe,Barcelona,0,0,2223
Ath Madrid,Almeria,2,1,2223
Valencia,Sevilla,0,2,2223
Celta,Mallorca,0,1,2223
Espanol,Cadiz,0,0,2223
Osasuna,Betis,3,2,2223
Almeria,Ath Bilbao,1,2,2223
Sociedad,Vallecano,2,1,2223
Valladolid,Girona,1,0,2223
Real Madrid,Celta,2,0,2223
Elche,Valencia,0,2,2223
Barcelona,Ath Madrid,1,0,2223
Mallorca,Getafe,3,1,2223
Sevilla,Villarreal,2,1,2223
Cadiz,Osasuna,0,1,2223
Girona,Real Madrid,4,2,2223
Betis,Sociedad,0,0,2223
Ath Madrid,Mallorca,3,1,2223
Getafe,Almeria,1,2,2223
Celta,Elche,1,0,2223
Vallecano,Barcelona,2,1,2223
Valencia,Valladolid,2,1,2223
Villarreal,Espanol,4,2,2223
Ath Bilbao,Sevilla,0,1,2223
Osasuna,Sociedad,0,2,2223
Elche,Vallecano,4,0,2223
Real Madrid,Almeria,4,2,2223
Barcelona,Betis,4,0,2223
Cadiz,Valencia,2,1,2223
Villarreal,Celta,3,1,2223
Espanol,Getafe,1,0,2223
Valladolid,Ath Madrid,2,5,2223
Mallorca,Ath Bilbao,1,1,2223
Sevilla,Girona,0,2,2223
Almeria,Elche,2,1,2223
Barcelona,Osasuna,1,0,2223
Sociedad,Real Madrid,2,0,2223
Valencia,Villarreal,1,1,2223
Ath Madrid,Cadiz,5,1,2223
Getafe,Celta,1,0,2223
Girona,Mallorca,2,1,2223
Sevilla,Espanol,3,2,2223
Ath Bilbao,Betis,0,1,2223
Vallecano,Valladolid,2,1,2223
Mallorca,Cadiz,1,0,2223
Sociedad,Girona,2,2,2223
Osasuna,Almeria,3,1,2223
Villarreal,Ath Bilbao,5,1,2223
Real Madrid,Getafe,1,0,2223
Celta,Valencia,1,2,2223
Elche,Ath Madrid,1,0,2223
Valladolid,Sevilla,0,3,2223
Espanol,Barcelona,2,4,2223
Betis,Vallecano,3,1,2223
Cadiz,Valladolid,2,0,2223
Girona,Villarreal,1,2,2223
Ath Bilbao,Celta,2,1,2223
Almeria,Mallorca,3,0,2223
Getafe,Elche,1,1,2223
Barcelona,Sociedad,1,2,2223
Vallecano,Espanol,1,2,2223
Ath Madrid,Osasuna,3,0,2223
Valencia,Real Madrid,1,0,2223
Sevilla,Betis,0,0,2223
Celta,Girona,1,1,2223
Sociedad,Almeria,1,0,2223
Valladolid,Barcelona,3,1,2223
Elche,Sevilla,1,1,2223
Real Madrid,Vallecano,2,1,2223
Villarreal,Cadiz,2,0,2223
Betis,Getafe,0,1,2223
Espanol,Ath Madrid,3,3,2223
Mallorca,Valencia,1,0,2223
Osasuna,Ath Bilbao,2,0,2223
Sevilla,Real Madrid,1,2,2223
Almeria,Valladolid,0,0,2223
Ath Bilbao,Elche,0,1,2223
Ath Madrid,Sociedad,2,1,2223
Barcelona,Mallorca,3,0,2223
Cadiz,Celta,1,0,2223
Getafe,Osasuna,2,1,2223
Girona,Betis,1,2,2223
Valencia,Espanol,2,2,2223
Vallecano,Villarreal,2,1,2223
Mallorca,Vallecano,3,0,2223
Osasuna,Girona,2,1,2223
Real Madrid,Ath Bilbao,1,1,2223
Sociedad,Sevilla,2,1,2223
Villarreal,Ath Madrid,2,2,2223
Betis,Valencia,1,1,2223
Celta,Barcelona,2,1,2223
Elche,Cadiz,1,1,2223
Espanol,Almeria,3,3,2223
Valladolid,Getafe,0,0,2223
Milan,Udinese,4,2,2223
Sampdoria,Atalanta,0,2,2223
Lecce,Inter,1,2,2223
Monza,Torino,1,2,2223
Fiorentina,Cremonese,3,2,2223
Lazio,Bologna,2,1,2223
Salernitana,Roma,0,1,2223
Spezia,Empoli,1,0,2223
Verona,Napoli,2,5,2223
Juventus,Sassuolo,3,0,2223
Torino,Lazio,0,0,2223
Udinese,Salernitana,0,0,2223
Inter,Spezia,3,0,2223
Sassuolo,Lecce,1,0,2223
Empoli,Fiorentina,0,0,2223
Napoli,Monza,4,0,2223
Atalanta,Milan,1,1,2223
Bologna,Verona,1,1,2223
Roma,Cremonese,1,0,2223
Sampdoria,Juventus,0,0,2223
Monza,Udinese,1,2,2223
Lazio,Inter,3,1,2223
Cremonese,Torino,1,2,2223
Juventus,Roma,1,1,2223
Milan,Bologna,2,0,2223
Spezia,Sassuolo,2,2,2223
Salernitana,Sampdoria,4,0,2223
Verona,Atalanta,0,1,2223
Fiorentina,Napoli,0,0,2223
Lecce,Empoli,1,1,2223
Sassuolo,Milan,0,0,2223
Inter,Cremonese,3,1,2223
Roma,Monza,3,0,2223
Empoli,Verona,1,1,2223
Sampdoria,Lazio,1,1,2223
Udinese,Fiorentina,1,0,2223
Juventus,Spezia,2,0,2223
Napoli,Lecce,1,1,2223
Atalanta,Torino,3,1,2223
Bologna,Salernitana,1,1,2223
Fiorentina,Juventus,1,1,2223
Milan,Inter,3,2,2223
Lazio,Napoli,1,2,2223
Cremonese,Sassuolo,0,0,2223
Spezia,Bologna,2,2,2223
Verona,Sampdoria,2,1,2223
Udinese,Roma,4,0,2223
Monza,Atalanta,0,2,2223
Salernitana,Empoli,2,2,2223
Torino,Lecce,1,0,2223
Napoli,Spezia,1,0,2223
Inter,Torino,1,0,2223
Sampdoria,Milan,1,2,2223
Atalanta,Cremonese,1,1,2223
Bologna,Fiorentina,2,1,2223
Lecce,Monza,1,1,2223
Sassuolo,Udinese,1,3,2223
Lazio,Verona,2,0,2223
Juventus,Salernitana,2,2,2223
Empoli,Roma,1,2,2223
Salernitana,Lecce,1,2,2223
Bologna,Empoli,0,1,2223
Spezia,Sampdoria,2,1,2223
Torino,Sassuolo,0,1,2223
Udinese,Inter,3,1,2223
Cremonese,Lazio,0,4,2223
Fiorentina,Verona,2,0,2223
Monza,Juventus,1,0,2223
Roma,Atalanta,0,1,2223
Milan,Napoli,1,2,2223
Napoli,Torino,3,1,2223
Inter,Roma,1,2,2223
Empoli,Milan,1,3,2223
Lazio,Spezia,4,0,2223
Lecce,Cremonese,1,1,2223
Sampdoria,Monza,0,3,2223
Sassuolo,Salernitana,5,0,2223
Atalanta,Fiorentina,1,0,2223
Juventus,Bologna,3,0,2223
Verona,Udinese,1,2,2223
Sassuolo,Inter,1,2,2223
Milan,Juventus,2,0,2223
Bologna,Sampdoria,1,1,2223
Torino,Empoli,1,1,2223
Monza,Spezia,2,0,2223
Salernitana,Verona,2,1,2223
Udinese,Atalanta,2,2,2223
Cremonese,Napoli,1,4,2223
Roma,Lecce,2,1,2223
Fiorentina,Lazio,0,4,2223
Empoli,Monza,1,0,2223
Torino,Juventus,0,1,2223
Atalanta,Sassuolo,2,1,2223
Inter,Salernitana,2,0,2223
Lazio,Udinese,0,0,2223
Spezia,Cremonese,2,2,2223
Napoli,Bologna,3,2,2223
Verona,Milan,1,2,2223
Sampdoria,Roma,0,1,2223
Lecce,Fiorentina,1,1,2223
Juventus,Empoli,4,0,2223
Salernitana,Spezia,1,0,2223
Milan,Monza,4,1,2223
Fiorentina,Inter,3,4,2223
Udinese,Torino,1,2,2223
Bologna,Lecce,2,0,2223
Atalanta,Lazio,0,2,2223
Roma,Napoli,0,1,2223
Cremonese,Sampdoria,0,1,2223
Sassuolo,Verona,2,1,2223
Napoli,Sassuolo,4,0,2223
Lecce,Juventus,0,1,2223
Inter,Sampdoria,3,0,2223
Empoli,Atalanta,0,2,2223
Cremonese,Udinese,0,0,2223
Spezia,Fiorentina,1,2,2223
Lazio,Salernitana,1,3,2223
Torino,Milan,2,1,2223
Verona,Roma,1,3,2223
Monza,Bologna,1,2,2223
Udinese,Lecce,1,1,2223
Empoli,Sassuolo,1,0,2223
Salernitana,Cremonese,2,2,2223
Atalanta,Napoli,1,2,2223
Milan,Spezia,2,1,2223
Bologna,Torino,2,1,2223
Monza,Verona,2,0,2223
Sampdoria,Fiorentina,0,2,2223
Roma,Lazio,0,1,2223
Juventus,Inter,2,0,2223
Napoli,Empoli,2,0,2223
Spezia,Udinese,1,1,2223
Cremonese,Milan,0,0,2223
Lecce,Atalanta,2,1,2223
Sassuolo,Roma,1,1,2223
Fiorentina,Salernitana,2,1,2223
Inter,Bologna,6,1,2223
Torino,Sampdoria,2,0,2223
Verona,Juventus,0,1,2223
Lazio,Monza,1,0,2223
Empoli,Cremonese,2,0,2223
Napoli,Udinese,3,2,2223
Sampdoria,Lecce,0,2,2223
Bologna,Sassuolo,3,0,2223
Atalanta,Inter,2,3,2223
Monza,Salernitana,3,0,2223
Roma,Torino,1,1,2223
Verona,Spezia,1,2,2223
Milan,Fiorentina,2,1,2223
Juventus,Lazio,3,0,2223
Salernitana,Milan,1,2,2223
Sassuolo,Sampdoria,1,2,2223
Spezia,Atalanta,2,2,2223
Torino,Verona,1,1,2223
Lecce,Lazio,2,1,2223
Roma,Bologna,1,0,2223
Cremonese,Juventus,0,1,2223
Fiorentina,Monza,1,1,2223
Inter,Napoli,1,0,2223
Udinese,Empoli,1,1,2223
Fiorentina,Sassuolo,2,1,2223
Juventus,Udinese,1,0,2223
Monza,Inter,2,2,2223
Salernitana,Torino,1,1,2223
Lazio,Empoli,2,2,2223
Spezia,Lecce,0,0,2223
Sampdoria,Napoli,0,2,2223
Milan,Roma,2,2,2223
Verona,Cremonese,2,0,2223
Bologna,Atalanta,1,2,2223
Napoli,Juventus,5,1,2223
Cremonese,Monza,2,3,2223
Lecce,Milan,2,2,2223
Inter,Verona,1,0,2223
Sassuolo,Lazio,0,2,2223
Torino,Spezia,0,1,2223
Udinese,Bologna,1,2,2223
Atalanta,Salernitana,8,2,2223
Roma,Fiorentina,2,0,2223
Empoli,Sampdoria,1,0,2223
Verona,Lecce,2,0,2223
Salernitana,Napoli,0,2,2223
Fiorentina,Torino,0,1,2223
Sampdoria,Udinese,0,1,2223
Monza,Sassuolo,1,1,2223
Spezia,Roma,0,2,2223
Juventus,Atalanta,3,3,2223
Bologna,Cremonese,1,1,2223
Inter,Empoli,0,1,2223
Lazio,Milan,4,0,2223
Bologna,Spezia,2,0,2223
Lecce,Salernitana,1,2,2223
Empoli,Torino,2,2,2223
Cremonese,Inter,1,2,2223
Atalanta,Sampdoria,2,0,2223
Milan,Sassuolo,2,5,2223
Juventus,Monza,0,2,2223
Lazio,Fiorentina,1,1,2223
Napoli,Roma,2,1,2223
Udinese,Verona,1,1,2223
Cremonese,Lecce,0,2,2223
Roma,Empoli,2,0,2223
Sassuolo,Atalanta,1,0,2223
Spezia,Napoli,0,3,2223
Torino,Udinese,1,0,2223
Fiorentina,Bologna,1,2,2223
Inter,Milan,1,0,2223
Verona,Lazio,1,1,2223
Monza,Sampdoria,2,2,2223
Salernitana,Juventus,0,3,2223
Milan,Torino,1,0,2223
Empoli,Spezia,2,2,2223
Lecce,Roma,1,1,2223
Lazio,Atalanta,0,2,2223
Udinese,Sassuolo,2,2,2223
Bologna,Monza,0,1,2223
Juventus,Fiorentina,1,0,2223
Napoli,Cremonese,3,0,2223
Verona,Salernitana,1,0,2223
Sampdoria,Inter,0,0,2223
Sassuolo,Napoli,0,2,2223
Sampdoria,Bologna,1,2,2223
Monza,Milan,0,1,2223
Inter,Udinese,3,1,2223
Atalanta,Lecce,1,2,2223
Fiorentina,Empoli,1,1,2223
Salernitana,Lazio,0,2,2223
Spezia,Juventus,0,2,2223
Roma,Verona,1,0,2223
Torino,Cremonese,2,2,2223
Empoli,Napoli,0,2,2223
Lecce,Sassuolo,0,1,2223
Bologna,Inter,1,0,2223
Salernitana,Monza,3,0,2223
Udinese,Spezia,2,2,2223
Milan,Atalanta,2,0,2223
Verona,Fiorentina,0,3,2223
Lazio,Sampdoria,1,0,2223
Cremonese,Roma,2,1,2223
Juventus,Torino,4,2,2223
Napoli,Lazio,0,1,2223
Monza,Empoli,2,1,2223
Atalanta,Udinese,0,0,2223
Fiorentina,Milan,2,1,2223
Spezia,Verona,0,0,2223
Sampdoria,Salernitana,0,0,2223
Inter,Lecce,2,0,2223
Roma,Juventus,1,0,2223
Sassuolo,Cremonese,3,2,2223
Torino,Bologna,1,0,2223
Spezia,Inter,2,1,2223
Empoli,Udinese,0,1,2223
Napoli,Atalanta,2,0,2223
Bologna,Lazio,0,0,2223
Lecce,Torino,0,2,2223
Cremonese,Fiorentina,0,2,2223
Verona,Monza,1,1,2223
Roma,Sassuolo,3,4,2223
Juventus,Sampdoria,4,2,2223
Milan,Salernitana,1,1,2223
Sassuolo,Spezia,1,0,2223
Atalanta,Empoli,2,1,2223
Monza,Cremonese,1,1,2223
Salernitana,Bologna,2,2,2223
Udinese,Milan,3,1,2223
Sampdoria,Verona,3,1,2223
Fiorentina,Lecce,1,0,2223
Torino,Napoli,0,4,2223
Lazio,Roma,1,0,2223
Inter,Juventus,0,1,2223
Cremonese,Atalanta,1,3,2223
Inter,Fiorentina,0,1,2223
Juventus,Verona,1,0,2223
Bologna,Udinese,3,0,2223
Monza,Lazio,0,2,2223
Spezia,Salernitana,1,1,2223
Roma,Sampdoria,3,0,2223
Napoli,Milan,0,4,2223
Empoli,Lecce,1,0,2223
Sassuolo,Torino,1,1,2223
Salernitana,Inter,1,1,2223
Lecce,Napoli,1,2,2223
Milan,Empoli,0,0,2223
Udinese,Monza,2,2,2223
Fiorentina,Spezia,1,1,2223
Atalanta,Bologna,0,2,2223
Sampdoria,Cremonese,2,3,2223
Torino,Roma,0,1,2223
Verona,Sassuolo,2,1,2223
Lazio,Juventus,2,1,2223
Cremonese,Empoli,1,0,2223
Spezia,Lazio,0,3,2223
Bologna,Milan,1,1,2223
Napoli,Verona,0,0,2223
Inter,Monza,0,1,2223
Lecce,Sampdoria,1,1,2223
Torino,Salernitana,1,1,2223
Sassuolo,Juventus,1,0,2223
Roma,Udinese,3,0,2223
Fiorentina,Atalanta,1,1,2223
Verona,Bologna,2,1,2223
Salernitana,Sassuolo,3,0,2223
Lazio,Torino,0,1,2223
Sampdoria,Spezia,1,1,2223
Empoli,Inter,0,3,2223
Monza,Fiorentina,3,2,2223
Udinese,Cremonese,3,0,2223
Milan,Lecce,2,0,2223
Juventus,Napoli,0,1,2223
Atalanta,Roma,3,1,2223
Lecce,Udinese,1,0,2223
Spezia,Monza,0,2,2223
Roma,Milan,1,1,2223
Torino,Atalanta,1,2,2223
Inter,Lazio,3,1,2223
Cremonese,Verona,1,1,2223
Napoli,Salernitana,1,1,2223
Sassuolo,Empoli,2,1,2223
Fiorentina,Sampdoria,5,0,2223
Bologna,Juventus,1,1,2223
Atalanta,Spezia,3,2,2223
Juventus,Lecce,2,1,2223
Salernitana,Fiorentina,3,3,2223
Sampdoria,Torino,0,2,2223
Lazio,Sassuolo,2,0,2223
Milan,Cremonese,1,1,2223
Monza,Roma,1,1,2223
Verona,Inter,0,6,2223
Empoli,Bologna,3,1,2223
Udinese,Napoli,1,1,2223
Milan,Lazio,2,0,2223
Roma,Inter,0,2,2223
Cremonese,Spezia,2,0,2223
Atalanta,Juventus,0,2,2223
Torino,Monza,1,1,2223
Napoli,Fiorentina,1,0,2223
Lecce,Verona,0,1,2223
Empoli,Salernitana,2,1,2223
Udinese,Sampdoria,2,0,2223
Sassuolo,Bologna,1,1,2223
Lazio,Lecce,2,2,2223
Salernitana,Atalanta,1,0,2223
Spezia,Milan,2,0,2223
Inter,Sassuolo,4,2,2223
Verona,Torino,0,1,2223
Fiorentina,Udinese,2,0,2223
Monza,Napoli,2,0,2223
Bologna,Roma,0,0,2223
Juventus,Cremonese,2,0,2223
Sampdoria,Empoli,1,1,2223
Sassuolo,Monza,1,2,2223
Cremonese,Bologna,1,5,2223
Atalanta,Verona,3,1,2223
Milan,Sampdoria,5,1,2223
Lecce,Spezia,0,0,2223
Torino,Fiorentina,1,1,2223
Napoli,Inter,3,1,2223
Udinese,Lazio,0,1,2223
Roma,Salernitana,2,2,2223
Empoli,Juventus,4,1,2223
Sampdoria,Sassuolo,2,2,2223
Salernitana,Udinese,3,2,2223
Spezia,Torino,0,4,2223
Fiorentina,Roma,2,1,2223
Inter,Atalanta,3,2,2223
Verona,Empoli,1,1,2223
Bologna,Napoli,2,2,2223
Monza,Lecce,0,1,2223
Lazio,Cremonese,3,2,2223
Juventus,Milan,0,1,2223
Sassuolo,Fiorentina,1,3,2223
Torino,Inter,0,1,2223
Cremonese,Salernitana,2,0,2223
Empoli,Lazio,0,2,2223
Napoli,Sampdoria,2,0,2223
Atalanta,Monza,5,2,2223
Lecce,Bologna,2,3,2223
Milan,Verona,3,1,2223
Roma,Spezia,2,1,2223
Udinese,Juventus,0,1,2223
Ein Frankfurt,Bayern Munich,1,6,2223
Augsburg,Freiburg,0,4,2223
Bochum,Mainz,1,2,2223
M'gladbach,Hoffenheim,3,1,2223
Union Berlin,Hertha,3,1,2223
Wolfsburg,Werder Bremen,2,2,2223
Dortmund,Leverkusen,1,0,2223
Stuttgart,RB Leipzig,1,1,2223
FC Koln,Schalke 04,3,1,2223
Freiburg,Dortmund,1,3,2223
Hertha,Ein Frankfurt,1,1,2223
Hoffenheim,Bochum,3,2,2223
Leverkusen,Augsburg,1,2,2223
RB Leipzig,FC Koln,2,2,2223
Werder Bremen,Stuttgart,2,2,2223
Schalke 04,M'gladbach,2,2,2223
Mainz,Union Berlin,0,0,2223
Bayern Munich,Wolfsburg,2,0,2223
M'gladbach,Hertha,1,0,2223
Augsburg,Mainz,1,2,2223
Dortmund,Werder Bremen,2,3,2223
Leverkusen,Hoffenheim,0,3,2223
Stuttgart,Freiburg,0,1,2223
Wolfsburg,Schalke 04,0,0,2223
Union Berlin,RB Leipzig,2,1,2223
Ein Frankfurt,FC Koln,1,1,2223
Bochum,Bayern Munich,0,7,2223
Freiburg,Bochum,1,0,2223
Hertha,Dortmund,0,1,2223
Hoffenheim,Augsburg,1,0,2223
Mainz,Leverkusen,0,3,2223
RB Leipzig,Wolfsburg,2,0,2223
Schalke 04,Union Berlin,1,6,2223
Bayern Munich,M'gladbach,1,1,2223
FC Koln,Stuttgart,0,0,2223
Werder Bremen,Ein Frankfurt,3,4,2223
Dortmund,Hoffenheim,1,0,2223
Bochum,Werder Bremen,0,2,2223
Leverkusen,Freiburg,2,3,2223
Stuttgart,Schalke 04,1,1,2223
Union Berlin,Bayern Munich,1,1,2223
Wolfsburg,FC Koln,2,4,2223
Ein Frankfurt,RB Leipzig,4,0,2223
Augsburg,Hertha,0,2,2223
M'gladbach,Mainz,0,1,2223
Werder Bremen,Augsburg,0,1,2223
Bayern Munich,Stuttgart,2,2,2223
Ein Frankfurt,Wolfsburg,0,1,2223
Hertha,Leverkusen,2,2,2223
Hoffenheim,Mainz,4,1,2223
RB Leipzig,Dortmund,3,0,2223
Schalke 04,Bochum,3,1,2223
FC Koln,Union Berlin,0,1,2223
Freiburg,M'gladbach,0,0,2223
Mainz,Hertha,1,1,2223
Augsburg,Bayern Munich,1,0,2223
Dortmund,Schalke 04,1,0,2223
Leverkusen,Werder Bremen,1,1,2223
Stuttgart,Ein Frankfurt,1,3,2223
M'gladbach,RB Leipzig,3,0,2223
Union Berlin,Wolfsburg,2,0,2223
Bochum,FC Koln,1,1,2223
Hoffenheim,Freiburg,0,0,2223
Bayern Munich,Leverkusen,4,0,2223
Ein Frankfurt,Union Berlin,2,0,2223
FC Koln,Dortmund,3,2,2223
Freiburg,Mainz,2,1,2223
RB Leipzig,Bochum,4,0,2223
Wolfsburg,Stuttgart,3,2,2223
Werder Bremen,M'gladbach,5,1,2223
Hertha,Hoffenheim,1,1,2223
Schalke 04,Augsburg,2,3,2223
Hoffenheim,Werder Bremen,1,2,2223
Augsburg,Wolfsburg,1,1,2223
Bochum,Ein Frankfurt,3,0,2223
Leverkusen,Schalke 04,4,0,2223
Mainz,RB Leipzig,1,1,2223
Dortmund,Bayern Munich,2,2,2223
M'gladbach,FC Koln,5,2,2223
Hertha,Freiburg,2,2,2223
Stuttgart,Union Berlin,0,1,2223
Schalke 04,Hoffenheim,0,3,2223
Ein Frankfurt,Leverkusen,5,1,2223
Stuttgart,Bochum,4,1,2223
Werder Bremen,Mainz,0,2,2223
Wolfsburg,M'gladbach,2,2,2223
RB Leipzig,Hertha,3,2,2223
FC Koln,Augsburg,3,2,2223
Union Berlin,Dortmund,2,0,2223
Bayern Munich,Freiburg,5,0,2223
Mainz,FC Koln,5,0,2223
Augsburg,RB Leipzig,3,3,2223
Dortmund,Stuttgart,5,0,2223
Freiburg,Werder Bremen,2,0,2223
Hoffenheim,Bayern Munich,0,2,2223
Leverkusen,Wolfsburg,2,2,2223
M'gladbach,Ein Frankfurt,1,3,2223
Bochum,Union Berlin,2,1,2223
Hertha,Schalke 04,2,1,2223
Werder Bremen,Hertha,1,0,2223
Bayern Munich,Mainz,6,2,2223
RB Leipzig,Leverkusen,2,0,2223
Stuttgart,Augsburg,2,1,2223
Wolfsburg,Bochum,4,0,2223
Ein Frankfurt,Dortmund,1,2,2223
Union Berlin,M'gladbach,2,1,2223
Schalke 04,Freiburg,0,2,2223
FC Koln,Hoffenheim,1,1,2223
M'gladbach,Stuttgart,3,1,2223
Augsburg,Ein Frankfurt,1,2,2223
Dortmund,Bochum,3,0,2223
Hertha,Bayern Munich,2,3,2223
Hoffenheim,RB Leipzig,1,3,2223
Mainz,Wolfsburg,0,3,2223
Werder Bremen,Schalke 04,2,1,2223
Leverkusen,Union Berlin,5,0,2223
Freiburg,FC Koln,2,0,2223
Wolfsburg,Dortmund,2,0,2223
Bayern Munich,Werder Bremen,6,1,2223
Bochum,M'gladbach,2,1,2223
Stuttgart,Hertha,2,1,2223
FC Koln,Leverkusen,1,2,2223
Ein Frankfurt,Hoffenheim,4,2,2223
RB Leipzig,Freiburg,3,1,2223
Schalke 04,Mainz,1,0,2223
Union Berlin,Augsburg,2,2,2223
M'gladbach,Dortmund,4,2,2223
Augsburg,Bochum,0,1,2223
Hertha,FC Koln,2,0,2223
Hoffenheim,Wolfsburg,1,2,2223
Leverkusen,Stuttgart,2,0,2223
Werder Bremen,RB Leipzig,1,2,2223
Schalke 04,Bayern Munich,0,2,2223
Mainz,Ein Frankfurt,1,1,2223
Freiburg,Union Berlin,4,1,2223
RB Leipzig,Bayern Munich,1,1,2223
Bochum,Hertha,3,1,2223
Ein Frankfurt,Schalke 04,3,0,2223
Stuttgart,Mainz,1,1,2223
Union Berlin,Hoffenheim,3,1,2223
Wolfsburg,Freiburg,6,0,2223
FC Koln,Werder Bremen,7,1,2223
Dortmund,Augsburg,4,3,2223
M'gladbach,Leverkusen,2,3,2223
Schalke 04,RB Leipzig,1,6,2223
Bayern Munich,FC Koln,1,1,2223
Hertha,Wolfsburg,0,5,2223
Hoffenheim,Stuttgart,2,2,2223
Mainz,Dortmund,1,2,2223
Augsburg,M'gladbach,1,0,2223
Freiburg,Ein Frankfurt,1,1,2223
Leverkusen,Bochum,2,0,2223
Werder Bremen,Union Berlin,1,2,2223
RB Leipzig,Stuttgart,2,1,2223
Freiburg,Augsburg,3,1,2223
Hertha,Union Berlin,0,2,2223
Hoffenheim,M'gladbach,1,4,2223
Mainz,Bochum,5,2,2223
Werder Bremen,Wolfsburg,2,1,2223
Bayern Munich,Ein Frankfurt,1,1,2223
Schalke 04,FC Koln,0,0,2223
Leverkusen,Dortmund,0,2,2223
Augsburg,Leverkusen,1,0,2223
Bochum,Hoffenheim,5,2,2223
Dortmund,Freiburg,5,1,2223
Ein Frankfurt,Hertha,3,0,2223
FC Koln,RB Leipzig,0,0,2223
Union Berlin,Mainz,2,1,2223
M'gladbach,Schalke 04,0,0,2223
Stuttgart,Werder Bremen,0,2,2223
Wolfsburg,Bayern Munich,2,4,2223
Schalke 04,Wolfsburg,0,0,2223
Bayern Munich,Bochum,3,0,2223
Freiburg,Stuttgart,2,1,2223
Hoffenheim,Leverkusen,1,3,2223
Mainz,Augsburg,3,1,2223
Werder Bremen,Dortmund,0,2,2223
RB Leipzig,Union Berlin,1,2,2223
Hertha,M'gladbach,4,1,2223
FC Koln,Ein Frankfurt,3,0,2223
Augsburg,Hoffenheim,1,0,2223
Bochum,Freiburg,0,2,2223
M'gladbach,Bayern Munich,3,2,2223
Stuttgart,FC Koln,3,0,2223
Wolfsburg,RB Leipzig,0,3,2223
Ein Frankfurt,Werder Bremen,2,0,2223
Union Berlin,Schalke 04,0,0,2223
Dortmund,Hertha,4,1,2223
Leverkusen,Mainz,2,3,2223
Mainz,M'gladbach,4,0,2223
FC Koln,Wolfsburg,0,2,2223
Hertha,Augsburg,2,0,2223
Hoffenheim,Dortmund,0,1,2223
RB Leipzig,Ein Frankfurt,2,1,2223
Werder Bremen,Bochum,3,0,2223
Schalke 04,Stuttgart,2,1,2223
Freiburg,Leverkusen,1,1,2223
Bayern Munich,Union Berlin,3,0,2223
Dortmund,RB Leipzig,2,1,2223
Augsburg,Werder Bremen,2,1,2223
Bochum,Schalke 04,0,2,2223
Mainz,Hoffenheim,1,0,2223
